Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
CREDIT,02/28/2018,"Bloomberg LP     PAYROLL                    PPD ID: 1133417984",2541.60,ACH_CREDIT,21216.97,,
CREDIT,02/28/2018,"Bloomberg LP     PAYROLL                    PPD ID: 1133417984",4175.83,ACH_CREDIT,18675.37,,
CREDIT,02/20/2018,"QuickPay with Zelle payment from ANDRII KLYSHEIKO 6915013314",50.00,QUICKPAY_CREDIT,14499.54,,
DSLIP,02/20/2018,"REMOTE ONLINE DEPOSIT #          1",60.50,CHECK_DEPOSIT,14449.54,1,
DEBIT,02/16/2018,"Loan Servicing   MTG PMT                    PPD ID: 5010681100",-1779.68,ACH_DEBIT,14389.04,,
CREDIT,02/15/2018,"Bloomberg LP     PAYROLL                    PPD ID: 1133417984",4243.61,ACH_CREDIT,16168.72,,
DEBIT,02/12/2018,"COMED            UTIL_BIL                   PPD ID: 2360938600",-44.81,ACH_DEBIT,11925.11,,
CHECK,02/06/2018,"CHECK 403  ",-2355.00,CHECK_PAID,11969.92,403,
CREDIT,02/06/2018,"IRS  TREAS 310     TAX REF                  PPD ID: 9111036170",7045.00,ACH_CREDIT,14324.92,,
DEBIT,02/05/2018,"FRONTPOINT SECUR RECEIVABLE                 PPD ID: 1260202317",-34.99,ACH_DEBIT,7279.92,,
DEBIT,02/02/2018,"Connected Proper RESIDENT    92653238       WEB ID: 2273639005",-305.99,ACH_DEBIT,7314.91,,
DEBIT,01/31/2018,"LIBERTY MUTUAL   PAYMENT                    PPD ID: 9267721101",-27.75,ACH_DEBIT,7620.90,,
DEBIT,01/31/2018,"Payment to Chase card ending in 5231 01/31",-154.59,ACCT_XFER,7648.65,,
DEBIT,01/31/2018,"Payment to Chase card ending in 2382 01/31",-1453.63,ACCT_XFER,7803.24,,
CREDIT,01/31/2018,"Bloomberg LP     PAYROLL                    PPD ID: 1133417984",4175.83,ACH_CREDIT,9256.87,,
DEBIT,01/30/2018,"CON ED OF NY     INTELL CK                  PPD ID: 2462467002",-51.40,ACH_DEBIT,5081.04,,
DEBIT,01/29/2018,"NON-CHASE ATM FEE-WITH",-2.50,FEE_TRANSACTION,5132.44,,
DEBIT,01/29/2018,"NON-CHASE ATM WITHDRAW               090116  01/27694 10th",-62.00,ATM,5134.94,,
DEBIT,01/22/2018,"EPIC BARBERSHOP NEW YORK NY                  01/19",-25.00,DEBIT_CARD,5196.94,,
DSLIP,01/22/2018,"REMOTE ONLINE DEPOSIT #          1",400.28,CHECK_DEPOSIT,5221.94,1,
DEBIT,01/17/2018,"Loan Servicing   MTG PMT                    PPD ID: 5010681100",-1779.68,ACH_DEBIT,4821.66,,
CREDIT,01/17/2018,"StateAutoCos     InsPayment SAIINS000256106 CCD ID: 9592756001",9.86,ACH_CREDIT,6601.34,,
DEBIT,01/16/2018,"ALLIANT CU       DEP-PYMT                   PPD ID: 0271081528",-340.01,ACH_DEBIT,6591.48,,
CREDIT,01/12/2018,"Bloomberg LP     PAYROLL                    PPD ID: 1133417984",4022.03,ACH_CREDIT,6931.49,,
DEBIT,01/08/2018,"COMED            UTIL_BIL                   PPD ID: 2360938600",-27.80,ACH_DEBIT,2909.46,,
DEBIT,01/08/2018,"CARMAX #7287 121 Front New Haven CT  744810  01/06",-646.96,DEBIT_CARD,2937.26,,
DSLIP,01/08/2018,"Cash Redemption",1241.33,DEPOSIT,3584.22,,
CHECK,01/05/2018,"CHECK 402  ",-400.00,CHECK_PAID,2342.89,402,
DEBIT,01/04/2018,"FRONTPOINT SECUR RECEIVABLE                 PPD ID: 1260202317",-34.99,ACH_DEBIT,2742.89,,
DEBIT,01/03/2018,"Connected Proper RESIDENT    90473365       WEB ID: 2273639005",-305.99,ACH_DEBIT,2777.88,,
DEBIT,01/02/2018,"LIBERTY MUTUAL   PAYMENT                    PPD ID: 9267721101",-27.75,ACH_DEBIT,3083.87,,
CHECK,01/02/2018,"CHECK 399  ",-1325.50,CHECK_PAID,3111.62,399,
DEBIT,01/02/2018,"MTA VENDING MACHINES NEW YORK NY     200482  01/01",-32.00,DEBIT_CARD,4437.12,,
DEBIT,01/02/2018,"Payment to Chase card ending in 2382 01/02",-1374.85,ACCT_XFER,4469.12,,
CREDIT,01/02/2018,"QuickPay with Zelle payment from ANDRII KLYSHEIKO 6790039350",40.00,QUICKPAY_CREDIT,5843.97,,
DEBIT,12/29/2017,"CON ED OF NY     INTELL CK                  PPD ID: 2462467002",-37.07,ACH_DEBIT,5803.97,,
CREDIT,12/29/2017,"Bloomberg LP     PAYROLL                    PPD ID: 1133417984",2394.40,ACH_CREDIT,5841.04,,
DEBIT,12/28/2017,"StateAutoCos     InsPayment SAIINS000224678 WEB ID: 9592756001",-240.71,ACH_DEBIT,3446.64,,
CHECK,12/26/2017,"CHECK 398  ",-209.50,CHECK_PAID,3687.35,398,
DEBIT,12/26/2017,"QuickPay with Zelle payment to Jason 6768465131",-62.00,QUICKPAY_DEBIT,3896.85,,
DEBIT,12/22/2017,"NON-CHASE ATM FEE-WITH",-2.50,FEE_TRANSACTION,3958.85,,
DEBIT,12/22/2017,"NON-CHASE ATM WITHDRAW               814650  12/2215W 32ND",-42.00,ATM,3961.35,,
CREDIT,12/22/2017,"QuickPay with Zelle payment from ANDRII KLYSHEIKO 6764943053",26.00,QUICKPAY_CREDIT,4003.35,,
DEBIT,12/18/2017,"Loan Servicing   MTG PMT                    PPD ID: 5010681100",-2007.71,ACH_DEBIT,3977.35,,
DEBIT,12/15/2017,"ALLIANT CU       DEP-PYMT                   PPD ID: 0271081528",-340.01,ACH_DEBIT,5985.06,,
DEBIT,12/15/2017,"Payment to Chase card ending in 5231 12/15",-1089.84,ACCT_XFER,6325.07,,
CREDIT,12/15/2017,"Bloomberg LP     PAYROLL                    PPD ID: 1133417984",2508.91,ACH_CREDIT,7414.91,,
CREDIT,12/14/2017,"LIBERTY MUTUAL   PAYMENT                    PPD ID: 9267721101",25.67,ACH_CREDIT,4906.00,,
DEBIT,12/12/2017,"QuickPay with Zelle payment to Brian 6740013756",-10.00,QUICKPAY_DEBIT,4880.33,,
DSLIP,12/11/2017,"REMOTE ONLINE DEPOSIT #          1",11.65,CHECK_DEPOSIT,4890.33,1,
DSLIP,12/11/2017,"REMOTE ONLINE DEPOSIT #          1",46.81,CHECK_DEPOSIT,4878.68,1,
DEBIT,12/06/2017,"COMED            UTIL_BIL                   PPD ID: 2360938600",-17.07,ACH_DEBIT,4831.87,,
CHECK,12/05/2017,"CHECK 397  ",-1316.22,CHECK_PAID,4848.94,397,
DEBIT,12/04/2017,"FRONTPOINT SECUR RECEIVABLE                 PPD ID: 1260202317",-34.99,ACH_DEBIT,6165.16,,
DEBIT,12/04/2017,"Connected Proper RESIDENT    88324496       WEB ID: 2273639005",-305.99,ACH_DEBIT,6200.15,,
DEBIT,12/04/2017,"Duane Reade STO 1350 B NEW YORK NY   560405  12/02",-16.75,DEBIT_CARD,6506.14,,
DEBIT,12/01/2017,"D'AGOSTINO #25 NEW YORK NY           142856  12/01",-17.43,DEBIT_CARD,6522.89,,
DEBIT,11/30/2017,"Payment to Chase card ending in 2382 11/30",-125.14,ACCT_XFER,6540.32,,
DEBIT,11/30/2017,"Payment to Chase card ending in 5231 11/30",-1866.24,ACCT_XFER,6665.46,,
CREDIT,11/30/2017,"Bloomberg LP     PAYROLL                    PPD ID: 1133417984",3894.40,ACH_CREDIT,8531.70,,
DEBIT,11/28/2017,"LIBERTY MUTUAL   INSRNC PMT 9194703         TEL ID: 0000061050",-25.67,ACH_DEBIT,4637.30,,
DEBIT,11/28/2017,"LIBERTY MUTUAL   INSRNC PMT 9193951         TEL ID: 0000061050",-25.75,ACH_DEBIT,4662.97,,
DEBIT,11/28/2017,"StateAutoCos     InsPayment SAIINS000174480 WEB ID: 9592756001",-240.71,ACH_DEBIT,4688.72,,
DEBIT,11/24/2017,"ATM WITHDRAWAL                       009541  11/24850 S WAB",-100.00,ATM,4929.43,,
CREDIT,11/24/2017,"QuickPay with Zelle payment from ANDRII KLYSHEIKO 6693761774",25.00,QUICKPAY_CREDIT,5029.43,,
DEBIT,11/16/2017,"Loan Servicing   MTG PMT                    PPD ID: 5010681100",-2007.71,ACH_DEBIT,5004.43,,
DEBIT,11/15/2017,"ALLIANT CU       DEP-PYMT                   PPD ID: 0271081528",-340.01,ACH_DEBIT,7012.14,,
DEBIT,11/15/2017,"Payment to Chase card ending in 2382 11/15",-1147.90,ACCT_XFER,7352.15,,
DEBIT,11/15/2017,"Payment to Chase card ending in 5231 11/15",-1055.32,ACCT_XFER,8500.05,,
CREDIT,11/15/2017,"Bloomberg LP     PAYROLL                    PPD ID: 1133417984",4008.93,ACH_CREDIT,9555.37,,
DEBIT,11/13/2017,"ATM WITHDRAWAL                       001550  11/1189 E 42ND",-100.00,ATM,5546.44,,
DEBIT,11/10/2017,"DRI*DRG*LOGITECH STORE 952-3922584 MN        11/09",106.24,DEBIT_CARD,5646.44,,
DEBIT,11/07/2017,"COMED            UTIL_BIL                   PPD ID: 2360938600",-38.49,ACH_DEBIT,5540.20,,
DEBIT,11/06/2017,"METRO-NORTH TVM & TOM NEW YORK NY    760362  11/05",-8.25,DEBIT_CARD,5578.69,,
DEBIT,11/03/2017,"FRONTPOINT SECUR RECEIVABLE                 PPD ID: 1260202317",-34.99,ACH_DEBIT,5586.94,,
DEBIT,11/03/2017,"Connected Proper RESIDENT    86507344       WEB ID: 2273639005",-305.99,ACH_DEBIT,5621.93,,
DEBIT,11/01/2017,"OFFICIAL CHECKS CHARGE",-8.00,FEE_TRANSACTION,5927.92,,
DEBIT,11/01/2017,"OFFICIAL CHECKS CHARGE",-8.00,FEE_TRANSACTION,5935.92,,
DEBIT,10/31/2017,"WITHDRAWAL 10/31",-2355.00,MISC_DEBIT,5943.92,,
DEBIT,10/31/2017,"WITHDRAWAL 10/31",-2355.00,MISC_DEBIT,8298.92,,
DEBIT,10/31/2017,"Payment to Chase card ending in 2382 10/31",-618.52,ACCT_XFER,10653.92,,
DEBIT,10/31/2017,"Payment to Chase card ending in 5231 10/31",-1380.81,ACCT_XFER,11272.44,,
CREDIT,10/31/2017,"Bloomberg LP     PAYROLL                    PPD ID: 1133417984",4008.93,ACH_CREDIT,12653.25,,
CREDIT,10/31/2017,"Bloomberg LP     PAYROLL                    PPD ID: 1133417984",5000.00,ACH_CREDIT,8644.32,,
DEBIT,10/30/2017,"StateAutoCos     InsPayment SAIINS000134398 WEB ID: 9592756001",-240.71,ACH_DEBIT,3644.32,,
DEBIT,10/27/2017,"QuickPay with Zelle payment to Brian 6623180358",-6.00,QUICKPAY_DEBIT,3885.03,,
DEBIT,10/27/2017,"QuickPay with Zelle payment to Brian 6623143713",-100.00,QUICKPAY_DEBIT,3891.03,,
DEBIT,10/18/2017,"H&M0002 NEW YORK NY                          10/17",-12.99,DEBIT_CARD,3991.03,,
DEBIT,10/17/2017,"Loan Servicing   MTG PMT                    PPD ID: 5010681100",-2007.71,ACH_DEBIT,4004.02,,
DEBIT,10/16/2017,"ALLIANT CU       DEP-PYMT                   PPD ID: 0271081528",-340.01,ACH_DEBIT,6011.73,,
DEBIT,10/16/2017,"QuickPay with Zelle payment to Brian 6597334599",-225.51,QUICKPAY_DEBIT,6351.74,,
DEBIT,10/16/2017,"Payment to Chase card ending in 5231 10/16",-1863.01,ACCT_XFER,6577.25,,
